Broker_id,Property_id
1224343,15520394
1224343,15400262
1224343,15399243
1224343,15399241
1224343,15399235
1224343,15399222
1224343,10436917
1224343,10437048
1224343,10637599
1224343,12166944
1224343,10351278
1224343,15521344
1224343,15521338
1224343,15521335
1224343,14679206
1224343,13980985
1224343,14656555
1224343,14656554
1224343,5601789
1224343,13208892
1224343,13788805
1224343,12628328
1224343,12749771
1224343,5505819
1224343,15333604
1224343,15333602
1224343,13559800
1224343,12577260
1224343,13995479
1224343,13869928
1224343,15225867
1224343,12981797
1224343,13814919
1224343,14051361
1224343,12235351
1224343,12430618
1224343,6803639
1224343,15521318
1224343,15521316
1224343,12527722
1224343,15521313
1224343,15521308
1224343,15521307
1224343,15521305
1224343,15521304
1224343,13326412
1224343,10016462
1224343,13862436
1224343,7300128
1224343,12825538
1224343,15485540
1224343,15485538
1224343,15485530
1224343,15485532
1224343,15485529
1224343,12680404
1224343,15522357
1224343,5086931
1224343,14290386
1224343,14282478
1224343,13721631
1224343,13231619
1224343,12929892
1224343,12961878
1224343,12532670
1224343,13327262
1224343,10016713
1224343,12996840
1224343,15282005
1224343,15282004
1224343,15282003
1224343,15282002
1224343,15282001
1224343,15318457
1224343,15318456
1224343,15318455
1224343,15318453
1224343,13900686
1224343,15318451
1224343,13840462
1224343,14289586
1224343,12910619
1224343,15318448
1224343,14915785
1224343,14929437
1224343,14917782
1224343,14955217
1224343,15069527
1224343,15185338
1224343,15275835
1224343,14493758
1224343,10067540
1224343,14501979
1224343,13101129
1224343,14546295
1224343,14542633
1224343,14542628
1224343,14542674
1224343,14542656
1224343,14156387
1224343,14545915
1224343,14546045
1224343,14554969
1224343,14551697
1224343,14750615
1224343,14814044
1224343,13697867
1224343,14840138
1224343,14777416
1224343,15522000
1224343,15521998
1224343,12262249
1224343,15521993
1224343,15159583
1224343,15521992
1224343,15521987
1224343,15521984
1224343,14810559
1224343,14931682
1224343,15486892
1224343,13834248
1224343,13890197
1224343,14999264
1224343,15236079
1224343,15278680
1224343,15332819
1224343,9578776
1224343,10189930
1224343,14595623
1224343,15332814
1224343,10485413
1224343,10508379
1224343,13159320
1224343,10508920
1224343,14840716
1224343,14921278
1224343,15072558
1224343,13297131
1224343,12262049
1224343,13196636
1224343,13196635
1224343,14996256
1224343,14996255
1224343,5017923
1224343,5372897
1224343,15515733
1224343,14683431
1224343,14683428
1224343,10564376
1224343,9515825
1224343,15574844
1224343,9151167
1224343,12673369
1224343,14561176
1224343,14561175
1224343,14560110
1224343,14560109
1224343,14560108
1224343,14560107
1224343,14594283
1224343,15521596
1224343,15521595
1224343,15521589
1224343,14563642
1224343,14559325
1224343,12858000
1224343,6798961
1224343,14905028
1224343,15217079
1224343,15345702
1224343,15345727
1224343,14559326
1224343,14559342
1224343,14963444
1224343,14643559
1224343,14963440
1224343,14863984
1224343,13522275
1224343,12275363
1224343,14509946
1224343,15110897
1224343,14061696
1224343,15065459
1224343,14096280
1224343,15404316
1224343,15349106
1224343,5087059
1224343,5701146
1224343,13985608
1224343,14594474
1224343,15382961
1224343,10067211
1224343,8953028
1224343,13000424
1224343,10119409
1224343,8830370
1224343,15382954
1224343,15036796
1224343,15382953
1224343,15382952
1224343,10077706
1224343,13897920
1224343,5864997
1224343,6636865
1224343,14433155
1224343,9969603
1224343,15431260
1224343,15431259
1224343,15431258
1224343,10243311
1224343,10119354
1224343,6119538
1224343,12314945
1224343,12299689
1224343,12671682
1224343,6988669
1224343,14892952
1224343,15509288
1224343,9414133
1224343,13017451
1224343,13283078
1224343,15494400
1224343,10720590
1224343,15536897
1224343,14024859
1224343,15536896
1224343,15059742
1224343,14517081
1224343,12910532
1224343,13972906
1224343,13161427
1224343,15059792
1224343,15536767
1224343,15536766
1224343,15536764
1224343,13149951
1224343,12692761
1224343,12692760
1224343,12692759
1224343,10779298
1224343,12692758
1224343,10779202
1224343,15084112
1224343,15278275
1224343,15278274
1224343,15278273
1224343,15278272
1224343,13805125
1224343,13805122
1224343,14851813
1224343,15445769
1224343,10243316
1224343,15297088
1224343,15306194
1224343,12225501
1224343,15446289
1224343,14599375
1224343,5499445
1224343,10320520
1224343,14668842
1224343,15375816
1224343,15423214
1224343,14965174
1224343,15053641
1224343,7893070
1224343,15189774
1224343,15189775
1224343,15189776
1224343,5181360
1224343,12710234
1224343,15189782
1224343,5870766
1224343,15189768
1224343,10414949
1224343,15189771
1224343,15189772
1224343,15318454
1224343,15527254
1224343,15527249
1224343,15527255
1224343,15527250
1224343,15473795
1224343,15474075
1224343,12234082
1224343,10570147
1224343,15463199
1224343,5534818
1224343,10045361
1224343,10689192
1224343,12216807
1224343,14133305
1224343,15437409
1224343,15523719
1224343,15523716
1224343,15523712
1224343,15523711
1224343,15523709
1224343,15523704
1224343,15523701
1224343,15523692
1224343,15523691
1224343,15337419
1224343,13842605
1224343,15014788
1224343,10323356
1224343,15014787
1224343,12775574
1224343,10284078
1224343,15014786
1224343,15014785
1224343,15014784
1224343,15014783
1224343,15440873
1224343,12750230
1224343,10067062
1224343,14531725
1224343,14526109
1224343,14531765
1224343,10094686
1224343,14534702
1224343,14537339
1224343,14537743
1224343,7376507
1224343,5169144
1224343,8856737
1224343,10430218
1224343,14622212
1224343,14541105
1224343,9882107
1224343,14811482
1224343,14189023
1224343,5023485
1224343,14864958
1224343,14998638
1224343,5508363
1224343,14630090
1224343,13639673
1224343,5505423
1224343,5169145
1224343,14517196
1224343,12934085
1224343,5170129
1224343,14561780
1224343,10067262
1224343,6067894
1224343,14577979
1224343,13892626
1224343,14589424
1224343,8910462
1224343,13708576
1224343,14123848
1224343,14596592
1224343,5647099
1224343,13591376
1224343,12545157
1224343,15144917
1224343,14996525
1224343,8948782
1224343,15071624
1224343,12719707
1224343,13048908
1224343,15353149
1224343,15280381
1224343,12986145
1224343,10350310
1224343,10030229
1224343,15386224
1224343,8910377
1224343,15431668
1224343,15390242
1224343,13830609
1224343,13433178
1224343,12969530
1224343,12847370
1224343,14489890
1224343,13036544
1224343,12281035
1224343,14489888
1224343,14489886
1224343,12226147
1224343,10623754
1224343,10067847
1224343,15522257
1224343,15522254
1224343,15522253
1224343,15522251
1224343,15522246
1224343,15522245
1224343,13522736
1224343,13171921
1224343,13112343
1224343,14993170
1224343,14993168
1224343,14993166
1224343,14602808
1224343,14602807
1224343,14602806
1224343,15107859
1224343,15107858
1224343,15107855
1224343,13453550
1224343,15107851
1224343,10012679
1224343,15107875
1224343,15107873
1224343,15107874
1224343,15107870
1224343,15107871
1224343,15107869
1224343,12844887
1224343,12844884
1224343,5023486
1224343,14529841
1224343,6981866
1224343,15180895
1224343,14388642
1224343,14495197
1224343,13830004
1224343,14707019
1224343,13876800
1224343,13513530
1224343,13330512
1224343,14297559
1224343,15237637
1224343,13954470
1224343,15227787
1224343,15237632
1224343,13036548
1224343,15237631
1224343,14025145
1224343,13051631
1224343,12690214
1224343,13513591
1224343,13668627
1224343,13513566
1224343,15361407
1224343,15361405
1224343,14909560
1224343,14909528
1224343,12411117
1224343,15382233
1224343,5330452
1224343,15390396
1224343,15390393
1224343,13256119
1224343,15567596
1224343,14936240
1224343,13739279
1224343,15476640
1224343,15476639
1224343,15476638
1224343,15476637
1224343,13633007
1224343,12684909
1224343,14423506
1224343,10723714
1224343,12496119
1224343,12496118
1224343,12496117
1224343,12496116
1224343,14865009
1224343,14706748
1224343,12912261
1224343,14912027
1224343,14517026
1224343,10794283
1224343,10794279
1224343,10067809
1224343,15518354
1224343,9164523
1224343,13332782
1224343,15518350
1224343,15518349
1224343,15518348
1224343,5651840
1224343,5651842
1224343,13578320
1224343,15518347
1224343,14270009
1224343,13738792
1224343,12897149
1224343,15518346
1224343,15518345
1224343,15518342
1224343,13978766
1224343,15493188
1224343,15493187
1224343,10282661
1224343,14727620
1224343,14727618
1224343,14910830
1224343,15511632
1224343,15511631
1224343,15511630
1224343,12854075
1224343,15279222
1224343,15264819
1224343,15541312
1224343,14997337
1224343,12622922
1224343,12590069
1224343,12861153
1224343,5436292
1224343,10746628
1224343,13233428
1224343,10067267
1224343,10045280
1224343,9881983
1224343,13233647
1224343,10622809
1224343,13233642
1224343,12552209
1224343,13233637
1224343,13233636
1224343,13233635
1224343,10806376
1224343,10806374
1224343,10806373
1224343,10806370
1224343,12562867
1224343,12265564
1224343,5439402
1224343,5468510
1224343,15260123
1224343,15530299
1224343,15530297
1224343,15530289
1224343,15530285
1224343,15530284
1224343,15255091
1224343,15255027
1224343,15256125
1224343,15256025
1224343,15255978
1224343,15256327
1224343,15256185
1224343,15255348
1224343,15255267
1224343,15256418
1224343,13834217
1224343,15246157
1224343,15510503
1224343,10015018
1224343,14526424
1224343,13276136
1224343,14526412
1224343,14526408
1224343,14526411
1224343,14526404
1224343,14054219
1224343,13162355
1224343,14533267
1224343,14534019
1224343,14534009
1224343,14533973
1224343,14536063
1224343,14536042
1224343,14617067
1224343,14653891
1224343,14653845
1224343,14653787
1224343,14132446
1224343,5168273
1224343,14561460
1224343,14649280
1224343,14527320
1224343,12520896
1224343,15073778
1224343,15073776
1224343,15073774
1224343,15113006
1224343,12350890
1224343,15112984
1224343,15371518
1224343,15371479
1224343,14200194
1224343,14508017
1224343,13834258
1224343,14512861
1224343,13843963
1224343,12902631
1224343,12863027
1224343,12283722
1224343,12663045
1224343,15495122
1224343,14655957
1224343,15406261
1224343,15406260
1224343,15406257
1224343,14689875
1224343,15406250
1224343,15406249
1224343,15406248
1224343,15406247
1224343,15406245
1224343,15257557
1224343,15436092
1224343,13541157
1224343,14723546
1224343,15503561
1224343,15192549
1224343,15408491
1224343,14962587
1224343,15296250
1224343,15477787
1224343,13660918
1224343,13906088
1224343,10508284
1224343,12396816
1224343,10271770
1224343,10271819
1224343,10508262
1224343,12491223
1224343,15569017
1224343,12657944
1224343,10431302
1224343,8261638
1224343,8261777
1224343,14939881
1224343,13746384
1224343,14185036
1224343,14185035
1224343,14185034
1224343,14185033
1224343,13115572
1224343,5765229
1224343,15080771
1224343,15557863
1224343,10067521
1224343,12487928
1224343,13604410
1224343,5607958
1224343,10243305
1224343,14430821
1224343,10119396
1224343,15487373
1224343,15483036
1224343,15483165
1224343,15483132
1224343,15483080
1224343,13127651
1224343,14950553
1224343,12943985
1224343,14881778
1224343,12590457
1224343,12587295
1224343,14121936
1224343,14516474
1224343,12231295
1224343,12477732
1224343,15279627
1224343,13903407
1224343,13903406
1224343,10119401
1224343,14885194
1224343,14889111
1224343,15569545
1224343,14737973
1224343,14260699
1224343,13717965
1224343,12972379
1224343,13031320
1224343,14965782
1224343,15338575
1224343,14823320
1224343,14823331
1224343,15338573
1224343,15338572
1224343,15222033
1224343,14557351
1224343,13000255
1224343,15338571
1224343,5405633
1224343,15509036
1224343,15550975
1224343,12491258
1224343,6448452
1224343,15397165
1224343,15437723
1224343,14975968
1224343,15484382
1224343,15484214
1224343,5829429
1224343,15190239
1224343,13967020
1224343,14750495
1224343,15499872
1224343,14148740
1224343,13701329
1224343,12922924
1224343,14857112
1224343,14759078
1224343,15105555
1224343,14621371
1224343,15494097
1224343,15489540
1224343,10067559
1224343,10067441
1224343,12360837
1224343,15352152
1224343,14420115
1224343,14706775
1224343,12880469
1224343,15437992
1224343,15279681
1224343,13431340
1224343,13432244
1224343,14039763
1224343,15461574
1224343,13441483
1224343,10645444
1224343,10028217
1224343,10018262
1224343,10028225
1224343,10028200
1224343,10028209
1224343,6007192
1224343,10028196
1224343,10028316
1224343,10190672
1224343,10190676
1224343,14537867
1224343,14257840
1224343,10028220
1224343,10028212
1224343,15061843
1224343,14672375
1224343,13084637
1224343,13416691
1224343,10672257
1224343,15352014
1224343,15333299
1224343,10726491
1224343,13069594
1224343,14430131
1224343,14025110
1224343,14024993
1224343,14024953
1224343,15333296
1224343,13660977
1224343,13825735
1224343,13195403
1224343,13676443
1224343,13208171
1224343,13230772
1224343,13676442
1224343,13676438
1224343,13676437
1224343,13676418
1224343,14658807
1224343,13407235
1224343,13537123
1224343,14661492
1224343,14661491
1224343,8395078
1224343,8671809
1224343,15346309
1224343,14027263
1224343,5486813
1224343,13287248
1224343,14574567
1224343,14574512
1224343,12093724
1224343,12093721
1224343,12093720
1224343,12093719
1224343,12093716
1224343,12093715
1224343,12093713
1224343,12093711
1224343,12093709
1224343,12093697
1224343,15288438
1224343,15266956
1224343,7354210
1224343,13643675
1224343,14581111
1224343,7096183
1224343,14500954
1224343,14343774
1224343,12707727
1224343,14115531
1224343,14169727
1224343,14203807
1224343,14209000
1224343,14593076
1224343,15220707
1224343,15256061
1224343,13170104
1224343,15389845
1224343,14371518
1224343,13279750
1224343,13335934
1224343,13392287
1224343,14788250
1224343,14675631
1224343,15173072
1224343,9745160
1224343,13164706
1224343,13164707
1224343,13210478
1224343,9723308
1224343,9723305
1224343,9723306
1224343,9723307
1224343,9723304
1224343,9723303
1224343,12209015
1224343,12487909
1224343,12209013
1224343,12209011
1224343,12868277
1224343,15113822
1224343,12953052
1224343,13006607
1224343,13942870
1224343,12954561
1224343,15009219
1224343,5401603
1224343,5414369
1224343,7209630
1224343,12881899
1224343,13934105
1224343,13934104
1224343,13934103
1224343,13934102
1224343,14911330
1224343,6448454
1224343,12891858
1224343,15246217
1224343,7307228
1224343,12936842
1224343,13558073
1224343,13002752
1224343,15220474
1224343,15220473
1224343,15220472
1224343,15220471
1224343,15220470
1224343,14654054
1224343,13239400
1224343,14449956
1224343,15470187
1224343,15175987
1224343,15175868
1224343,15433849
1224343,14794498
1224343,8639904
1224343,14718868
1224343,13905571
1224343,5433695
1224343,5908215
1224343,15546544
1224343,15516911
1224343,15267666
1224343,12169154
1224343,15480642
1224343,15477137
1224343,15462254
1224343,15453773
1224343,15224617
1224343,15224616
1224343,15376225
1224343,15357096
1224343,14687053
1224343,10067695
1224343,15342082
1224343,14549540
1224343,13421032
1224343,13012279
1224343,13375307
1224343,13375310
1224343,13375309
1224343,13375316
1224343,15579253
1224343,15030700
1224343,14290572
1224343,14226124
1224343,14352143
1224343,14595011
1224343,14207024
1224343,10626557
1224343,12657806
1224343,15231726
1224343,12335952
1224343,15458197
1224343,15458098
1224343,15458844
1224343,13360538
1224343,15450054
1224343,15449913
1224343,12902634
1224343,15446828
1224343,15190057
1224343,14683383
1224343,14613092
1224343,14986483
1224343,15568433
1224343,10554980
1224343,15287356
1224343,14122083
1224343,15429210
1224343,10796320
1224343,15265883
1224343,15265882
1224343,15265871
1224343,14655859
1224343,10089533
1224343,15345936
1224343,14212109
1224343,10067548
1224343,12530767
1224343,15337795
1224343,13331866
1224343,14662390
1224343,14931138
1224343,10067544
1224343,10562811
1224343,10345363
1224343,14926483
1224343,15333968
1224343,10321814
1224343,10067392
1224343,15389177
1224343,15409642
1224343,14732537
1224343,14732564
1224343,14732593
1224343,14734181
1224343,13834197
1224343,15573523
1224343,14092310
1224343,13474722
1224343,12216620
1224343,15575188
1224343,15573184
1224343,12323845
1224343,15484386
1224343,14944008
1224343,15101426
1224343,14718505
1224343,14214443
1224343,14092691
1224343,15578759
1224343,15579270
1224343,15579193
1224343,15579039
1224343,15578501
1224343,15575610
1224343,10193407
1224343,15144316
1224343,14658976
1224343,15492210
1224343,10478822
1224343,13160272
1224343,15567176
1224343,15136592
1224343,15568863
1224343,15138975
1224343,15568843
1224343,15568787
1224343,15081119
1224343,15569808
1224343,15551319
1224343,15551181
1224343,15551029
1224343,14658852
1224343,13966229
1224343,15178936
1224343,12698618
1224343,15567733
1224343,15567878
1224343,15569025
1224343,15086371
1224343,15568971
1224343,15568929
1224343,13187364
1224343,10067065
1224343,13541110
1224343,13540978
1224343,13540909
1224343,13541388
1224343,13541333
1224343,13541322
1224343,13541305
1224343,13541296
1224343,15563715
1224343,12996833
1224343,15351506
1224343,15563636
1224343,12532656
1224343,13541461
1224343,13541486
1224343,13541466
1224343,15564005
1224343,13543032
1224343,13541250
1224343,13541247
1224343,13541158
1224343,15563900
1224343,13541147
1224343,13541136
1224343,15564354
1224343,13543397
1224343,15564326
1224343,15564292
1224343,13541571
1224343,15540672
1224343,13541538
1224343,13541532
1224343,13541522
1224343,13544132
1224343,13544124
1224343,15564474
1224343,13544024
1224343,13544092
1224343,13555705
1224343,13543458
1224343,13544260
1224343,13544262
1224343,13544245
1224343,15564832
1224343,13544181
1224343,13199286
1224343,14280700
1224343,15174137
1224343,15131693
1224343,14398234
1224343,14065076
1224343,15565896
1224343,14423385
1224343,14420656
1224343,13541084
1224343,13541081
1224343,13541047
1224343,15563517
1224343,15099088
1224343,15099055
1224343,13544358
1224343,13544342
1224343,13544402
1224343,13544330
1224343,15565161
1224343,15565138
1224343,13544610
1224343,13544422
1224343,13544456
1224343,15565358
1224343,14559122
1224343,14538490
1224343,14265015
1224343,8355874
1224343,6260123
1224343,12475874
1224343,8275900
1224343,7375800
1224343,14344614
1224343,15559393
1224343,15558192
1224343,13775305
1224343,15558838
1224343,15559341
1224343,5086819
1224343,12609106
1224343,10186861
1224343,15417048
1224343,15186509
1224343,14998859
1224343,14872704
1224343,14654107
1224343,14654047
1224343,14621977
1224343,6644763
1224343,15190387
1224343,15551278
1224343,15551970
1224343,15551953
1224343,15552031
1224343,15478197
1224343,13212528
1224343,15552785
1224343,15552741
1224343,14442938
1224343,13536349
1224343,14737830
1224343,14737824
1224343,5442747
1224343,9908101
1224343,5376729
1224343,15385700
1224343,14757737
1224343,15543475
1224343,14762350
1224343,15545495
1224343,15545974
1224343,15545892
1224343,15545855
1224343,12234665
1224343,12234889
1224343,12238860
1224343,12230929
1224343,12230930
1224343,12236429
1224343,12230856
1224343,12209548
1224343,12234870
1224343,12237570
1224343,10623665
1224343,12232914
1224343,12165507
1224343,10067071
1224343,12833956
1224343,15538422
1224343,14730348
1224343,15050755
1224343,13155296
1224343,15539967
1224343,15539926
1224343,10067569
1224343,12938062
1224343,13195556
1224343,13886275
1224343,14339095
1224343,15540166
1224343,14643464
1224343,15540055
1224343,15540273
1224343,13934384
1224343,15540439
1224343,15540384
1224343,12356133
1224343,9439432
1224343,15530861
1224343,14365468
1224343,12925809
1224343,14735241
1224343,14479074
1224343,10271752
1224343,15530696
1224343,14295589
1224343,12752147
1224343,15533076
1224343,10094632
1224343,15140228
1224343,15533581
1224343,15534208
1224343,15534149
1224343,14696473
1224343,15534249
1224343,15534608
1224343,13727304
1224343,15532984
1224343,15222311
1224343,14479020
1224343,15532917
1224343,13307982
1224343,15535401
1224343,15535385
1224343,15533246
1224343,13508394
1224343,5505292
1224343,15521540
1224343,15524906
1224343,12322209
1224343,15524893
1224343,15524891
1224343,15529102
1224343,15521551
1224343,15523286
1224343,15526269
1224343,15526267
1224343,13163374
1224343,10255289
1224343,10255288
1224343,15520627
1224343,15521552
1224343,15519341
1224343,15520094
1224343,15520432
1224343,15520326
1224343,13163376
1224343,15526265
1224343,15526264
1224343,15526263
1224343,15526262
1224343,15526259
1224343,15520537
1224343,15520519
1224343,15520460
1224343,15526249
1224343,15526248
1224343,15526246
1224343,15526245
1224343,15526244
1224343,14572496
1224343,14246303
1224343,14192177
1224343,14192188
1224343,10094667
1224343,14699428
1224343,14599771
1224343,10326134
1224343,14555913
1224343,14600479
1224343,13040780
1224343,14699313
1224343,13168031
1224343,5962907
1224343,15515741
1224343,14519186
1224343,15051522
1224343,14593152
1224343,13825231
1224343,13160271
1224343,15180026
1224343,12697230
1224343,13941764
1224343,14843880
1224343,14871650
1224343,15513588
1224343,15513336
1224343,14871694
1224343,12956482
1224343,9966962
1224343,10682751
1224343,14701173
1224343,15180103
1224343,14243770
1224343,13825232
1224343,14701229
1224343,13834113
1224343,10149048
1224343,10446960
1224343,10446075
1224343,15379880
1224343,15509293
1224343,14865914
1224343,12339815
1224343,14729026
1224343,14865299
1224343,14718712
1224343,15297863
1224343,13497172
1224343,5431048
1224343,14865955
1224343,14911597
1224343,15297898
1224343,15297895
1224343,15297887
1224343,15223003
1224343,13359962
1224343,12197533
1224343,12198853
1224343,12197944
1224343,12198748
1224343,7799950
1224343,14866346
1224343,14881581
1224343,14866282
1224343,10041544
1224343,13013740
1224343,12342000
1224343,13146729
1224343,12971713
1224343,15509586
1224343,15135909
1224343,15509584
1224343,15135980
1224343,15135965
1224343,15135972
1224343,15135987
1224343,15144246
1224343,15186299
1224343,13289642
1224343,14493776
1224343,15505790
1224343,14942786
1224343,15506655
1224343,14098590
1224343,13619457
1224343,13598319
1224343,15505426
1224343,15059823
1224343,14606455
1224343,5161866
1224343,10752169
1224343,12508113
1224343,5175301
1224343,12598597
1224343,13042785
1224343,10573808
1224343,15217163
1224343,14241354
1224343,15502858
1224343,13455633
1224343,14039256
1224343,6653643
1224343,13175867
1224343,15195994
1224343,10150884
1224343,14262591
1224343,12925594
1224343,14272053
1224343,13568321
1224343,13133123
1224343,14127505
1224343,14760065
1224343,8451181
1224343,15500638
1224343,13978625
1224343,14581695
1224343,14931623
1224343,10067270
1224343,10045269
1224343,15058343
1224343,13710663
1224343,13186196
1224343,13741367
1224343,15186557
1224343,15034561
1224343,15493810
1224343,13540170
1224343,12154862
1224343,12915225
1224343,15489690
1224343,15489666
1224343,12937479
1224343,15155613
1224343,10547912
1224343,13667287
1224343,12299056
1224343,14883531
1224343,5364227
1224343,13371996
1224343,14474043
